0.0,0.0,0
1.5,6.3,0
3.75,9.81,0
7.5,13.98,0
15.0,19.98,0
22.5,24.42,0
30.0,27.96,0
45.0,33.21,0
60.0,36.18,0
90.0,37.26,0
120.0,35.25,0
150.0,30.99,0
180.0,25.29,0
210.0,18.63,0
240.0,11.82,0
270.0,5.52,0
285.0,2.61,0
300.0,0.0,0
285.0,-0.09,0
270.0,-0.27,0
240.0,-0.78,0
210.0,-1.47,0
180.0,-2.19,0
150.0,-3.09,0
120.0,-4.05,0
90.0,-5.04,0
60.0,-5.94,0
45.0,-6.30,0
30.0,-6.42,0
22.5,-6.36,0
15.0,-6.12,0
7.5,-5.55,0
3.75,-4.89,0
1.5,-4.05,0
0.0,0.0,0
